* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* 
* Line Format
* Line Number, Biome Category, Mod:Biome, EntityType, Mod:Entity, Spawnweight, Min Group Size, Max Group Size.
20630, none, chaosawakens:village_plains, robo, chaosawakens:robo_sniper, 10, 1, 4
20631, none, chaosawakens:village_savanna, MONSTER, mowziesmobs:grottol, 10, 1, 1
20632, none, chaosawakens:village_savanna, MONSTER, tconstruct:earth_slime, 80, 2, 4
20633, none, chaosawakens:village_savanna, MONSTER, tconstruct:sky_slime, 80, 2, 4
20634, none, chaosawakens:village_savanna, MONSTER, quark:stoneling, 80, 1, 1
20635, none, chaosawakens:village_savanna, MONSTER, quark:toretoise, 80, 1, 1
20636, none, chaosawakens:village_savanna, CREATURE, minecraft:sheep, 12, 4, 4
20637, none, chaosawakens:village_savanna, CREATURE, minecraft:pig, 10, 4, 4
20638, none, chaosawakens:village_savanna, CREATURE, chaosawakens:carrot_pig, 10, 3, 3
20639, none, chaosawakens:village_savanna, CREATURE, chaosawakens:golden_carrot_pig, 10, 2, 2
20640, none, chaosawakens:village_savanna, CREATURE, chaosawakens:enchanted_golden_carrot_pig, 10, 1, 1
20641, none, chaosawakens:village_savanna, CREATURE, minecraft:chicken, 10, 4, 4
20642, none, chaosawakens:village_savanna, CREATURE, chaosawakens:lettuce_chicken, 10, 3, 3
20643, none, chaosawakens:village_savanna, CREATURE, minecraft:cow, 10, 4, 4
20644, none, chaosawakens:village_savanna, CREATURE, chaosawakens:apple_cow, 10, 4, 4
20645, none, chaosawakens:village_savanna, CREATURE, chaosawakens:golden_apple_cow, 10, 3, 3
20646, none, chaosawakens:village_savanna, CREATURE, chaosawakens:enchanted_golden_apple_cow, 10, 1, 1
20647, none, chaosawakens:village_savanna, CREATURE, minecraft:horse, 10, 2, 6
20648, none, chaosawakens:village_savanna, CREATURE, minecraft:donkey, 10, 1, 1
20649, none, chaosawakens:village_savanna, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20650, none, chaosawakens:village_savanna, WATER_CREATURE, minecraft:squid, 80, 4, 4
20651, none, chaosawakens:village_savanna, WATER_CREATURE, minecraft:squid, 80, 4, 4
20652, none, chaosawakens:village_savanna, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
20653, none, chaosawakens:village_savanna, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
20654, none, chaosawakens:village_savanna, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
20655, none, chaosawakens:village_savanna, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
20656, none, chaosawakens:village_savanna, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
20657, none, chaosawakens:village_savanna, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
20658, none, chaosawakens:village_savanna, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
20659, none, chaosawakens:village_savanna, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20660, none, chaosawakens:village_savanna, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20661, none, chaosawakens:village_savanna, robo, chaosawakens:robo_pounder, 10, 1, 1
20662, none, chaosawakens:village_savanna, robo, chaosawakens:robo_warrior, 10, 1, 2
20663, none, chaosawakens:village_savanna, robo, chaosawakens:robo_sniper, 10, 1, 4
20664, none, chaosawakens:village_taiga, MONSTER, mowziesmobs:grottol, 10, 1, 1
20665, none, chaosawakens:village_taiga, MONSTER, tconstruct:earth_slime, 80, 2, 4
20666, none, chaosawakens:village_taiga, MONSTER, tconstruct:sky_slime, 80, 2, 4
20667, none, chaosawakens:village_taiga, MONSTER, quark:stoneling, 80, 1, 1
20668, none, chaosawakens:village_taiga, MONSTER, quark:toretoise, 80, 1, 1
20669, none, chaosawakens:village_taiga, CREATURE, minecraft:sheep, 12, 4, 4
20670, none, chaosawakens:village_taiga, CREATURE, minecraft:pig, 10, 4, 4
20671, none, chaosawakens:village_taiga, CREATURE, chaosawakens:carrot_pig, 10, 3, 3
20672, none, chaosawakens:village_taiga, CREATURE, chaosawakens:golden_carrot_pig, 10, 2, 2
20673, none, chaosawakens:village_taiga, CREATURE, chaosawakens:enchanted_golden_carrot_pig, 10, 1, 1
20674, none, chaosawakens:village_taiga, CREATURE, minecraft:chicken, 10, 4, 4
20675, none, chaosawakens:village_taiga, CREATURE, chaosawakens:lettuce_chicken, 10, 3, 3
20676, none, chaosawakens:village_taiga, CREATURE, minecraft:cow, 10, 4, 4
20677, none, chaosawakens:village_taiga, CREATURE, chaosawakens:apple_cow, 10, 4, 4
20678, none, chaosawakens:village_taiga, CREATURE, chaosawakens:golden_apple_cow, 10, 3, 3
20679, none, chaosawakens:village_taiga, CREATURE, chaosawakens:enchanted_golden_apple_cow, 10, 1, 1
20680, none, chaosawakens:village_taiga, CREATURE, minecraft:wolf, 10, 4, 4
20681, none, chaosawakens:village_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
20682, none, chaosawakens:village_taiga, CREATURE, minecraft:fox, 10, 2, 4
20683, none, chaosawakens:village_taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20684, none, chaosawakens:village_taiga, WATER_CREATURE, minecraft:squid, 80, 4, 4
20685, none, chaosawakens:village_taiga, WATER_CREATURE, minecraft:squid, 80, 4, 4
20686, none, chaosawakens:village_taiga, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
20687, none, chaosawakens:village_taiga, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
20688, none, chaosawakens:village_taiga, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
20689, none, chaosawakens:village_taiga, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
20690, none, chaosawakens:village_taiga, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
20691, none, chaosawakens:village_taiga, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
20692, none, chaosawakens:village_taiga, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
20693, none, chaosawakens:village_taiga, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20694, none, chaosawakens:village_taiga, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20695, none, chaosawakens:village_taiga, robo, chaosawakens:robo_pounder, 10, 1, 1
20696, none, chaosawakens:village_taiga, robo, chaosawakens:robo_warrior, 10, 1, 2
20697, none, chaosawakens:village_taiga, robo, chaosawakens:robo_sniper, 10, 1, 4
20698, none, chaosawakens:village_snowy, MONSTER, mowziesmobs:grottol, 10, 1, 1
20699, none, chaosawakens:village_snowy, MONSTER, tconstruct:earth_slime, 80, 2, 4
20700, none, chaosawakens:village_snowy, MONSTER, tconstruct:sky_slime, 80, 2, 4
20701, none, chaosawakens:village_snowy, MONSTER, quark:stoneling, 80, 1, 1
20702, none, chaosawakens:village_snowy, MONSTER, quark:toretoise, 80, 1, 1
20703, none, chaosawakens:village_snowy, CREATURE, minecraft:rabbit, 10, 2, 3
20704, none, chaosawakens:village_snowy, CREATURE, minecraft:polar_bear, 10, 1, 2
20705, none, chaosawakens:village_snowy, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20706, none, chaosawakens:village_snowy, WATER_CREATURE, minecraft:squid, 80, 4, 4
20707, none, chaosawakens:village_snowy, WATER_CREATURE, minecraft:squid, 80, 4, 4
20708, none, chaosawakens:village_snowy, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
20709, none, chaosawakens:village_snowy, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
20710, none, chaosawakens:village_snowy, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
20711, none, chaosawakens:village_snowy, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
20712, none, chaosawakens:village_snowy, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
20713, none, chaosawakens:village_snowy, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
20714, none, chaosawakens:village_snowy, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
20715, none, chaosawakens:village_snowy, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20716, none, chaosawakens:village_snowy, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20717, none, chaosawakens:village_snowy, robo, chaosawakens:robo_pounder, 10, 1, 1
20718, none, chaosawakens:village_snowy, robo, chaosawakens:robo_warrior, 10, 1, 2
20719, none, chaosawakens:village_snowy, robo, chaosawakens:robo_sniper, 10, 1, 4
20720, none, chaosawakens:village_desert, MONSTER, mowziesmobs:grottol, 10, 1, 1
20721, none, chaosawakens:village_desert, MONSTER, tconstruct:earth_slime, 80, 2, 4
20722, none, chaosawakens:village_desert, MONSTER, tconstruct:sky_slime, 80, 2, 4
20723, none, chaosawakens:village_desert, MONSTER, quark:stoneling, 80, 1, 1
20724, none, chaosawakens:village_desert, MONSTER, quark:toretoise, 80, 1, 1
20725, none, chaosawakens:village_desert, CREATURE, minecraft:rabbit, 10, 2, 3
20726, none, chaosawakens:village_desert, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20727, none, chaosawakens:village_desert, WATER_CREATURE, minecraft:squid, 80, 4, 4
20728, none, chaosawakens:village_desert, WATER_CREATURE, minecraft:squid, 80, 4, 4
20729, none, chaosawakens:village_desert, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
20730, none, chaosawakens:village_desert, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
20731, none, chaosawakens:village_desert, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
20732, none, chaosawakens:village_desert, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
20733, none, chaosawakens:village_desert, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
20734, none, chaosawakens:village_desert, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
20735, none, chaosawakens:village_desert, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
20736, none, chaosawakens:village_desert, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20737, none, chaosawakens:village_desert, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20738, none, chaosawakens:village_desert, robo, chaosawakens:robo_pounder, 10, 1, 1
20739, none, chaosawakens:village_desert, robo, chaosawakens:robo_warrior, 10, 1, 2
20740, none, chaosawakens:village_desert, robo, chaosawakens:robo_sniper, 10, 1, 4
20741, none, chaosawakens:crystal_plains, MONSTER, mowziesmobs:grottol, 10, 1, 1
20742, none, chaosawakens:crystal_plains, MONSTER, tconstruct:earth_slime, 80, 2, 4
20743, none, chaosawakens:crystal_plains, MONSTER, tconstruct:sky_slime, 80, 2, 4
20744, none, chaosawakens:crystal_plains, MONSTER, quark:stoneling, 80, 1, 1
20745, none, chaosawakens:crystal_plains, MONSTER, quark:toretoise, 80, 1, 1
20746, none, chaosawakens:crystal_plains, CREATURE, chaosawakens:crystal_apple_cow, 10, 1, 4
20747, none, chaosawakens:crystal_plains, CREATURE, chaosawakens:crystal_carrot_pig, 10, 1, 3
20748, none, chaosawakens:crystal_plains, CREATURE, chaosawakens:crystal_gator, 10, 1, 4
20749, none, chaosawakens:crystal_plains, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20750, none, chaosawakens:crystal_plains, WATER_CREATURE, minecraft:squid, 80, 4, 4
20751, none, chaosawakens:crystal_plains, WATER_CREATURE, minecraft:squid, 80, 4, 4
20752, none, chaosawakens:crystal_plains, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
20753, none, chaosawakens:crystal_plains, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
20754, none, chaosawakens:crystal_plains, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
20755, none, chaosawakens:crystal_plains, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
20756, none, chaosawakens:crystal_plains, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
20757, none, chaosawakens:crystal_plains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
20758, none, chaosawakens:crystal_plains, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
20759, none, chaosawakens:crystal_plains, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20760, none, chaosawakens:crystal_plains, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20761, none, chaosawakens:crystal_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
20762, none, chaosawakens:crystal_hills, MONSTER, tconstruct:earth_slime, 80, 2, 4
20763, none, chaosawakens:crystal_hills, MONSTER, tconstruct:sky_slime, 80, 2, 4
20764, none, chaosawakens:crystal_hills, MONSTER, quark:stoneling, 80, 1, 1
20765, none, chaosawakens:crystal_hills, MONSTER, quark:toretoise, 80, 1, 1
20766, none, chaosawakens:crystal_hills, CREATURE, chaosawakens:crystal_apple_cow, 10, 1, 4
20767, none, chaosawakens:crystal_hills, CREATURE, chaosawakens:crystal_carrot_pig, 10, 1, 3
20768, none, chaosawakens:crystal_hills, CREATURE, chaosawakens:crystal_gator, 10, 1, 4
20769, none, chaosawakens:crystal_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20770, none, chaosawakens:crystal_hills, WATER_CREATURE, minecraft:squid, 80, 4, 4
20771, none, chaosawakens:crystal_hills, WATER_CREATURE, minecraft:squid, 80, 4, 4
20772, none, chaosawakens:crystal_hills, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
20773, none, chaosawakens:crystal_hills, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
20774, none, chaosawakens:crystal_hills, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
20775, none, chaosawakens:crystal_hills, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
20776, none, chaosawakens:crystal_hills, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
20777, none, chaosawakens:crystal_hills, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
20778, none, chaosawakens:crystal_hills, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
20779, none, chaosawakens:crystal_hills, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20780, none, chaosawakens:crystal_hills, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20781, none, chaosawakens:danger_islands, MONSTER, mowziesmobs:grottol, 10, 1, 1
20782, none, chaosawakens:danger_islands, MONSTER, tconstruct:earth_slime, 80, 2, 4
20783, none, chaosawakens:danger_islands, MONSTER, tconstruct:sky_slime, 80, 2, 4
20784, none, chaosawakens:danger_islands, MONSTER, quark:stoneling, 80, 1, 1
20785, none, chaosawakens:danger_islands, MONSTER, quark:toretoise, 80, 1, 1
20786, none, chaosawakens:danger_islands, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20787, none, chaosawakens:danger_islands, WATER_CREATURE, minecraft:squid, 80, 4, 4
20788, none, chaosawakens:danger_islands, WATER_CREATURE, minecraft:squid, 80, 4, 4
20789, none, chaosawakens:danger_islands, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
20790, none, chaosawakens:danger_islands, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
20791, none, chaosawakens:danger_islands, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
20792, none, chaosawakens:danger_islands, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
20793, none, chaosawakens:danger_islands, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
20794, none, chaosawakens:danger_islands, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
20795, none, chaosawakens:danger_islands, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
20796, none, chaosawakens:danger_islands, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20797, none, chaosawakens:danger_islands, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20798, plains, abundance:lavender_fields, MONSTER, chaosawakens:wasp, 10, 1, 3
20799, plains, abundance:lavender_fields, MONSTER, mowziesmobs:grottol, 10, 1, 1
20800, plains, abundance:lavender_fields, MONSTER, alexsmobs:centipede_head, 10, 1, 1
20801, plains, abundance:lavender_fields, MONSTER, alexsmobs:centipede_head, 10, 1, 1
20802, plains, abundance:lavender_fields, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
20803, plains, abundance:lavender_fields, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
20804, plains, abundance:lavender_fields, MONSTER, minecraft:spider, 80, 4, 4
20805, plains, abundance:lavender_fields, MONSTER, minecraft:zombie, 80, 4, 4
20806, plains, abundance:lavender_fields, MONSTER, minecraft:zombie_villager, 10, 1, 1
20807, plains, abundance:lavender_fields, MONSTER, minecraft:skeleton, 80, 4, 4
20808, plains, abundance:lavender_fields, MONSTER, minecraft:creeper, 80, 4, 4
20809, plains, abundance:lavender_fields, MONSTER, minecraft:slime, 80, 4, 4
20810, plains, abundance:lavender_fields, MONSTER, minecraft:enderman, 5, 1, 4
20811, plains, abundance:lavender_fields, MONSTER, minecraft:witch, 5, 1, 1
20812, plains, abundance:lavender_fields, MONSTER, tconstruct:earth_slime, 80, 2, 4
20813, plains, abundance:lavender_fields, MONSTER, tconstruct:sky_slime, 80, 2, 4
20814, plains, abundance:lavender_fields, MONSTER, quark:stoneling, 80, 1, 1
20815, plains, abundance:lavender_fields, MONSTER, quark:toretoise, 80, 1, 1
20816, plains, abundance:lavender_fields, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
20817, plains, abundance:lavender_fields, CREATURE, chaosawakens:apple_cow, 10, 4, 4
20818, plains, abundance:lavender_fields, CREATURE, chaosawakens:golden_apple_cow, 10, 3, 3
20819, plains, abundance:lavender_fields, CREATURE, chaosawakens:enchanted_golden_apple_cow, 10, 1, 1
20820, plains, abundance:lavender_fields, CREATURE, chaosawakens:carrot_pig, 10, 3, 3
20821, plains, abundance:lavender_fields, CREATURE, chaosawakens:golden_carrot_pig, 10, 2, 2
20822, plains, abundance:lavender_fields, CREATURE, chaosawakens:enchanted_golden_carrot_pig, 10, 1, 1
20823, plains, abundance:lavender_fields, CREATURE, chaosawakens:bird, 10, 1, 4
20824, plains, abundance:lavender_fields, CREATURE, chaosawakens:gazelle, 10, 1, 3
20825, plains, abundance:lavender_fields, CREATURE, chaosawakens:beaver, 14, 1, 4
20826, plains, abundance:lavender_fields, CREATURE, chaosawakens:stink_bug, 20, 3, 5
20827, plains, abundance:lavender_fields, CREATURE, chaosawakens:bird, 10, 2, 4
20828, plains, abundance:lavender_fields, CREATURE, chaosawakens:lettuce_chicken, 16, 4, 6
20829, plains, abundance:lavender_fields, CREATURE, alexsmobs:raccoon, 10, 2, 4
20830, plains, abundance:lavender_fields, CREATURE, alexsmobs:crow, 10, 3, 5
20831, plains, abundance:lavender_fields, CREATURE, alexsmobs:raccoon, 10, 2, 4
20832, plains, abundance:lavender_fields, CREATURE, alexsmobs:crow, 10, 3, 5
20833, plains, abundance:lavender_fields, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
20834, plains, abundance:lavender_fields, CREATURE, ars_nouveau:sylph, 10, 1, 1
20835, plains, abundance:lavender_fields, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20836, plains, abundance:lavender_fields, CREATURE, minecraft:sheep, 12, 4, 4
20837, plains, abundance:lavender_fields, CREATURE, minecraft:pig, 10, 4, 4
20838, plains, abundance:lavender_fields, CREATURE, minecraft:chicken, 10, 4, 4
20839, plains, abundance:lavender_fields, CREATURE, minecraft:cow, 10, 4, 4
20840, plains, abundance:lavender_fields, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
20841, plains, abundance:lavender_fields, CREATURE, betteranimalsplus:goat, 10, 1, 4
20842, plains, abundance:lavender_fields, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
20843, plains, abundance:lavender_fields, CREATURE, betteranimalsplus:songbird, 11, 1, 4
20844, plains, abundance:lavender_fields, CREATURE, betteranimalsplus:badger, 10, 1, 2
20845, plains, abundance:lavender_fields, CREATURE, betteranimalsplus:coyote, 10, 1, 6
20846, plains, abundance:lavender_fields, CREATURE, betteranimalsplus:boar, 10, 1, 4
20847, plains, abundance:lavender_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
20848, plains, abundance:lavender_fields, AMBIENT, alexsmobs:cockroach, 10, 5, 5
20849, plains, abundance:lavender_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
20850, plains, abundance:lavender_fields, AMBIENT, alexsmobs:cockroach, 10, 5, 5
20851, plains, abundance:lavender_fields, AMBIENT, minecraft:bat, 10, 8, 8
20852, plains, abundance:lavender_fields, WATER_CREATURE, minecraft:squid, 80, 4, 4
20853, plains, abundance:lavender_fields, WATER_CREATURE, minecraft:squid, 80, 4, 4
20854, plains, abundance:lavender_forest, MONSTER, chaosawakens:wasp, 10, 1, 3
20855, plains, abundance:lavender_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
20856, plains, abundance:lavender_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
20857, plains, abundance:lavender_forest, MONSTER, iceandfire:troll, 40, 1, 3
20858, plains, abundance:lavender_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
20859, plains, abundance:lavender_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
20860, plains, abundance:lavender_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
20861, plains, abundance:lavender_forest, MONSTER, minecraft:spider, 80, 4, 4
20862, plains, abundance:lavender_forest, MONSTER, minecraft:zombie, 80, 4, 4
20863, plains, abundance:lavender_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
20864, plains, abundance:lavender_forest, MONSTER, minecraft:skeleton, 80, 4, 4
20865, plains, abundance:lavender_forest, MONSTER, minecraft:creeper, 80, 4, 4
20866, plains, abundance:lavender_forest, MONSTER, minecraft:slime, 80, 4, 4
